UTC,Open,High,Low,Close,Volume
16.09.2025 10:00:00.000 UTC,1.1814,1.18153,1.18038,1.18082,5402.72
16.09.2025 11:00:00.000 UTC,1.18083,1.18213,1.18011,1.18141,6245.13
16.09.2025 12:00:00.000 UTC,1.18142,1.18153,1.17902,1.18046,8682.45
16.09.2025 13:00:00.000 UTC,1.18044,1.1827,1.1804,1.18239,9382.94
16.09.2025 14:00:00.000 UTC,1.18238,1.18531,1.18212,1.18516,12379.75
16.09.2025 15:00:00.000 UTC,1.18516,1.18532,1.18349,1.1847,7688.96
16.09.2025 16:00:00.000 UTC,1.18469,1.18717,1.18463,1.18644,4792.12
16.09.2025 17:00:00.000 UTC,1.18642,1.18783,1.18633,1.1866,4951.15
16.09.2025 18:00:00.000 UTC,1.1866,1.18708,1.18613,1.18665,2667.02
16.09.2025 19:00:00.000 UTC,1.18664,1.18688,1.18578,1.18604,2991.84
16.09.2025 20:00:00.000 UTC,1.18602,1.18685,1.18583,1.18668,3507.88
16.09.2025 21:00:00.000 UTC,1.18657,1.18657,1.18568,1.18631,2375.16
16.09.2025 22:00:00.000 UTC,1.18627,1.1868,1.18622,1.18657,1413.6
16.09.2025 23:00:00.000 UTC,1.1866,1.18727,1.18655,1.18709,989.69
17.09.2025 00:00:00.000 UTC,1.18711,1.18727,1.18576,1.18583,4079.52
17.09.2025 01:00:00.000 UTC,1.18582,1.18592,1.18519,1.18559,2932.63
17.09.2025 02:00:00.000 UTC,1.18559,1.18577,1.18511,1.18553,1708.06
17.09.2025 03:00:00.000 UTC,1.18554,1.18577,1.18512,1.18518,1611.77
17.09.2025 04:00:00.000 UTC,1.18517,1.18551,1.18511,1.18537,2715.01
17.09.2025 05:00:00.000 UTC,1.18536,1.18596,1.18536,1.18578,1913.51
17.09.2025 06:00:00.000 UTC,1.18581,1.18598,1.18513,1.1856,6349.55
17.09.2025 07:00:00.000 UTC,1.18559,1.1856,1.18378,1.18403,6673.8
17.09.2025 08:00:00.000 UTC,1.18404,1.18512,1.18396,1.18479,4150.66
17.09.2025 09:00:00.000 UTC,1.18478,1.18495,1.18409,1.18454,3816.14
17.09.2025 10:00:00.000 UTC,1.18454,1.18467,1.18326,1.18363,4383.21
17.09.2025 11:00:00.000 UTC,1.18363,1.18459,1.18348,1.18392,2766.48
17.09.2025 12:00:00.000 UTC,1.18389,1.18449,1.18338,1.18433,4335.47
17.09.2025 13:00:00.000 UTC,1.18434,1.18528,1.18422,1.18496,5740.65
17.09.2025 14:00:00.000 UTC,1.18497,1.1859,1.18458,1.18494,6512.56
17.09.2025 15:00:00.000 UTC,1.18493,1.18525,1.18434,1.18446,4279.85
17.09.2025 16:00:00.000 UTC,1.18444,1.18562,1.18422,1.18532,3210.2
17.09.2025 17:00:00.000 UTC,1.18531,1.18551,1.18465,1.18517,4357.53
17.09.2025 18:00:00.000 UTC,1.18517,1.19186,1.18187,1.18341,31671.01
17.09.2025 19:00:00.000 UTC,1.18344,1.18566,1.18204,1.18244,18881.32
17.09.2025 20:00:00.000 UTC,1.18245,1.18274,1.18077,1.18122,3494.68
17.09.2025 21:00:00.000 UTC,1.1812,1.18158,1.18101,1.18149,2340.14
17.09.2025 22:00:00.000 UTC,1.18153,1.18219,1.18119,1.18189,1552.61
17.09.2025 23:00:00.000 UTC,1.18193,1.18287,1.18177,1.18251,1803.59
18.09.2025 00:00:00.000 UTC,1.18253,1.18282,1.18149,1.18253,4620.33
18.09.2025 01:00:00.000 UTC,1.18251,1.18287,1.18074,1.18135,7090.27
18.09.2025 02:00:00.000 UTC,1.18136,1.18223,1.18124,1.18194,3013.06
18.09.2025 03:00:00.000 UTC,1.18192,1.18226,1.18114,1.18121,1643.04
18.09.2025 04:00:00.000 UTC,1.1812,1.18137,1.17936,1.17949,2734.56
18.09.2025 05:00:00.000 UTC,1.1795,1.18001,1.17851,1.17906,3637.39
18.09.2025 06:00:00.000 UTC,1.17905,1.17994,1.17802,1.17943,5746.28
18.09.2025 07:00:00.000 UTC,1.17942,1.18385,1.17935,1.18315,8864.97
18.09.2025 08:00:00.000 UTC,1.18314,1.18342,1.18208,1.18276,6760.2
18.09.2025 09:00:00.000 UTC,1.18277,1.18482,1.18268,1.1838,5247.35
18.09.2025 10:00:00.000 UTC,1.1838,1.18399,1.18309,1.18365,5438.61
18.09.2025 11:00:00.000 UTC,1.18366,1.18369,1.18199,1.18253,5873.05
18.09.2025 12:00:00.000 UTC,1.18252,1.1826,1.1795,1.17955,10096.68
18.09.2025 13:00:00.000 UTC,1.17955,1.17959,1.175,1.17669,13402.84
18.09.2025 14:00:00.000 UTC,1.1767,1.17816,1.17626,1.17754,29458.62
18.09.2025 15:00:00.000 UTC,1.17754,1.17875,1.17693,1.17794,10113.7
18.09.2025 16:00:00.000 UTC,1.17792,1.17878,1.1772,1.17869,5541.81
18.09.2025 17:00:00.000 UTC,1.17868,1.17937,1.17855,1.17877,6156.16
18.09.2025 18:00:00.000 UTC,1.17877,1.17894,1.17819,1.17877,4146.97
18.09.2025 19:00:00.000 UTC,1.17876,1.17911,1.17824,1.17848,2347.23
18.09.2025 20:00:00.000 UTC,1.17851,1.17867,1.17811,1.17856,1844.55
18.09.2025 21:00:00.000 UTC,1.17841,1.17882,1.17828,1.17864,2027.86
18.09.2025 22:00:00.000 UTC,1.17867,1.17896,1.1784,1.17866,2203.98
18.09.2025 23:00:00.000 UTC,1.17866,1.17906,1.17862,1.17889,1049.3
19.09.2025 00:00:00.000 UTC,1.1789,1.17906,1.17751,1.17863,4543.28
19.09.2025 01:00:00.000 UTC,1.17862,1.17866,1.17741,1.17752,4890.62
19.09.2025 02:00:00.000 UTC,1.1775,1.17807,1.17719,1.17795,2230.99
19.09.2025 03:00:00.000 UTC,1.17796,1.17925,1.17796,1.17816,4554.35
19.09.2025 04:00:00.000 UTC,1.17818,1.17896,1.17703,1.17737,6663.17
19.09.2025 05:00:00.000 UTC,1.17737,1.17778,1.17707,1.1773,2762.06
19.09.2025 06:00:00.000 UTC,1.17729,1.17775,1.17632,1.17663,6495.37
19.09.2025 07:00:00.000 UTC,1.17665,1.17781,1.17573,1.17697,7608.53
19.09.2025 08:00:00.000 UTC,1.17697,1.17706,1.17509,1.1761,4629.97
19.09.2025 09:00:00.000 UTC,1.17608,1.17687,1.17563,1.17595,3807.95
19.09.2025 10:00:00.000 UTC,1.17595,1.1765,1.17583,1.1761,3130.87
19.09.2025 11:00:00.000 UTC,1.17612,1.17621,1.17349,1.17368,4444.39
19.09.2025 12:00:00.000 UTC,1.17367,1.17432,1.17286,1.1736,6024.49
19.09.2025 13:00:00.000 UTC,1.1736,1.17637,1.17352,1.17582,7801.71
19.09.2025 14:00:00.000 UTC,1.1758,1.17679,1.17558,1.1757,6757.62
19.09.2025 15:00:00.000 UTC,1.1757,1.17589,1.17371,1.17521,6025.38
19.09.2025 16:00:00.000 UTC,1.1752,1.1755,1.17411,1.17529,2821.16
19.09.2025 17:00:00.000 UTC,1.17528,1.17549,1.17485,1.17507,2374.91
19.09.2025 18:00:00.000 UTC,1.17507,1.17513,1.17466,1.17482,1593.78
19.09.2025 19:00:00.000 UTC,1.17482,1.17508,1.1745,1.17476,1114.5
19.09.2025 20:00:00.000 UTC,1.17476,1.17477,1.17405,1.17405,1749.6
21.09.2025 21:00:00.000 UTC,1.17449,1.17454,1.17376,1.17448,388.64
